c_custkey,c_name,c_nationkey,c_mktsegment,c_acctbal
560,Customer#000000560,16,BUILDING,4872.35
561,Customer#000000561,5,AUTOMOBILE,3333.79
562,Customer#000000562,23,AUTOMOBILE,7710.4
563,Customer#000000563,10,HOUSEHOLD,252.89
564,Customer#000000564,10,BUILDING,5186.35
565,Customer#000000565,3,AUTOMOBILE,7952.42
566,Customer#000000566,5,HOUSEHOLD,8667.35
567,Customer#000000567,7,AUTOMOBILE,9954.3
568,Customer#000000568,13,HOUSEHOLD,6579.51
569,Customer#000000569,8,MACHINERY,7344.67
570,Customer#000000570,7,HOUSEHOLD,1998.79
571,Customer#000000571,7,HOUSEHOLD,-451.42
572,Customer#000000572,23,MACHINERY,6277.16
573,Customer#000000573,16,MACHINERY,6188.67
574,Customer#000000574,13,BUILDING,7464.92
575,Customer#000000575,19,HOUSEHOLD,1309.78
576,Customer#000000576,9,AUTOMOBILE,5204.06
577,Customer#000000577,17,AUTOMOBILE,730.64
578,Customer#000000578,23,AUTOMOBILE,3324.15
579,Customer#000000579,10,BUILDING,8313.43
580,Customer#000000580,15,AUTOMOBILE,5029.7
581,Customer#000000581,11,BUILDING,7628.98
582,Customer#000000582,3,BUILDING,1090.83
583,Customer#000000583,23,MACHINERY,-257.38
584,Customer#000000584,21,MACHINERY,8044.82
585,Customer#000000585,10,FURNITURE,7788.27
586,Customer#000000586,9,FURNITURE,9048.46
587,Customer#000000587,23,BUILDING,4903.17
588,Customer#000000588,9,FURNITURE,7606.3
589,Customer#000000589,15,FURNITURE,9317.52
590,Customer#000000590,5,BUILDING,1691.0
591,Customer#000000591,8,HOUSEHOLD,2308.31
592,Customer#000000592,1,MACHINERY,3199.66
593,Customer#000000593,3,MACHINERY,3793.96
594,Customer#000000594,17,BUILDING,3144.18
595,Customer#000000595,21,HOUSEHOLD,1352.56
596,Customer#000000596,8,HOUSEHOLD,3928.68
597,Customer#000000597,9,FURNITURE,1541.5
598,Customer#000000598,22,MACHINERY,3407.57
599,Customer#000000599,15,AUTOMOBILE,-512.26
600,Customer#000000600,13,MACHINERY,4169.09
601,Customer#000000601,18,HOUSEHOLD,2171.27
602,Customer#000000602,13,HOUSEHOLD,8620.72
603,Customer#000000603,2,MACHINERY,4264.77
604,Customer#000000604,5,BUILDING,4613.4
605,Customer#000000605,5,MACHINERY,4498.74
606,Customer#000000606,23,MACHINERY,5877.79
607,Customer#000000607,24,FURNITURE,632.53
608,Customer#000000608,0,AUTOMOBILE,-701.52
609,Customer#000000609,18,MACHINERY,8779.49
610,Customer#000000610,5,FURNITURE,9992.1
611,Customer#000000611,2,FURNITURE,8665.58
612,Customer#000000612,20,MACHINERY,4485.28
613,Customer#000000613,18,HOUSEHOLD,8292.44
614,Customer#000000614,24,BUILDING,2407.81
615,Customer#000000615,1,BUILDING,4276.05
616,Customer#000000616,12,AUTOMOBILE,5191.32
617,Customer#000000617,9,AUTOMOBILE,8240.64
618,Customer#000000618,23,HOUSEHOLD,3439.86
619,Customer#000000619,16,HOUSEHOLD,8520.3
620,Customer#000000620,5,BUILDING,6498.09
621,Customer#000000621,6,FURNITURE,1065.02
622,Customer#000000622,18,BUILDING,4285.08
623,Customer#000000623,7,MACHINERY,5557.35
624,Customer#000000624,5,AUTOMOBILE,7212.93
625,Customer#000000625,5,AUTOMOBILE,7396.36
626,Customer#000000626,2,FURNITURE,2313.41
627,Customer#000000627,22,FURNITURE,1494.6
628,Customer#000000628,16,MACHINERY,3294.7
629,Customer#000000629,22,MACHINERY,2381.53
630,Customer#000000630,5,MACHINERY,3880.26
631,Customer#000000631,4,BUILDING,-916.69
632,Customer#000000632,10,MACHINERY,684.12
633,Customer#000000633,10,FURNITURE,173.66
634,Customer#000000634,5,BUILDING,-52.73
635,Customer#000000635,10,AUTOMOBILE,-574.34
636,Customer#000000636,3,MACHINERY,-133.32
637,Customer#000000637,17,BUILDING,5317.77
638,Customer#000000638,18,BUILDING,8755.06
639,Customer#000000639,8,AUTOMOBILE,1824.88
640,Customer#000000640,0,FURNITURE,-79.14
641,Customer#000000641,5,FURNITURE,7232.78
642,Customer#000000642,24,FURNITURE,2885.79
643,Customer#000000643,23,HOUSEHOLD,9301.67
644,Customer#000000644,9,HOUSEHOLD,9094.75
645,Customer#000000645,19,HOUSEHOLD,-315.01
646,Customer#000000646,23,BUILDING,6086.41
647,Customer#000000647,15,MACHINERY,8840.03
648,Customer#000000648,9,FURNITURE,8356.92
649,Customer#000000649,18,BUILDING,9844.58
650,Customer#000000650,0,MACHINERY,6731.27
651,Customer#000000651,23,AUTOMOBILE,4099.99
652,Customer#000000652,24,AUTOMOBILE,5368.71
653,Customer#000000653,4,HOUSEHOLD,6144.41
654,Customer#000000654,21,BUILDING,-62.71
655,Customer#000000655,12,FURNITURE,8587.23
656,Customer#000000656,5,MACHINERY,1893.64
657,Customer#000000657,5,AUTOMOBILE,7736.9
658,Customer#000000658,5,HOUSEHOLD,5811.77
659,Customer#000000659,17,HOUSEHOLD,4414.79
660,Customer#000000660,6,HOUSEHOLD,4484.69
661,Customer#000000661,9,MACHINERY,8075.22
662,Customer#000000662,10,AUTOMOBILE,2743.04
663,Customer#000000663,15,BUILDING,7755.92
664,Customer#000000664,8,FURNITURE,2391.14
665,Customer#000000665,19,HOUSEHOLD,1265.97
666,Customer#000000666,11,BUILDING,4318.49
667,Customer#000000667,15,HOUSEHOLD,4686.98
668,Customer#000000668,24,MACHINERY,5735.62
669,Customer#000000669,6,BUILDING,1325.29
670,Customer#000000670,5,AUTOMOBILE,9033.85
671,Customer#000000671,14,HOUSEHOLD,6844.57
672,Customer#000000672,4,HOUSEHOLD,5411.7
673,Customer#000000673,2,FURNITURE,1831.77
674,Customer#000000674,16,HOUSEHOLD,2880.68
675,Customer#000000675,18,FURNITURE,297.09
676,Customer#000000676,4,FURNITURE,4151.83
677,Customer#000000677,4,BUILDING,7781.4
678,Customer#000000678,8,HOUSEHOLD,1355.51
679,Customer#000000679,10,BUILDING,6466.87
680,Customer#000000680,4,MACHINERY,4842.28
681,Customer#000000681,23,MACHINERY,2966.17
682,Customer#000000682,3,HOUSEHOLD,2019.66
683,Customer#000000683,17,MACHINERY,9084.97
684,Customer#000000684,0,HOUSEHOLD,3292.36
685,Customer#000000685,23,FURNITURE,8182.75
686,Customer#000000686,24,MACHINERY,6739.15
687,Customer#000000687,23,BUILDING,-53.45
688,Customer#000000688,16,MACHINERY,7374.45
689,Customer#000000689,8,MACHINERY,2545.39
690,Customer#000000690,7,HOUSEHOLD,2319.09
691,Customer#000000691,12,HOUSEHOLD,2766.13
692,Customer#000000692,19,AUTOMOBILE,8373.52
693,Customer#000000693,24,BUILDING,7324.12
694,Customer#000000694,12,BUILDING,275.91
695,Customer#000000695,24,FURNITURE,3017.99
696,Customer#000000696,20,BUILDING,381.98
697,Customer#000000697,2,MACHINERY,4793.08
698,Customer#000000698,19,MACHINERY,6164.84
699,Customer#000000699,14,AUTOMOBILE,9562.83
700,Customer#000000700,15,HOUSEHOLD,6069.35
701,Customer#000000701,11,AUTOMOBILE,1153.52
702,Customer#000000702,3,AUTOMOBILE,4270.07
703,Customer#000000703,13,FURNITURE,9073.07
704,Customer#000000704,14,MACHINERY,3854.09
705,Customer#000000705,22,HOUSEHOLD,-520.17
706,Customer#000000706,5,AUTOMOBILE,3749.95
707,Customer#000000707,23,MACHINERY,6183.54
708,Customer#000000708,20,BUILDING,7430.07
709,Customer#000000709,14,FURNITURE,1301.97
710,Customer#000000710,5,MACHINERY,8164.55
711,Customer#000000711,10,HOUSEHOLD,-388.02
712,Customer#000000712,6,HOUSEHOLD,3742.28
713,Customer#000000713,12,AUTOMOBILE,6562.55
714,Customer#000000714,24,FURNITURE,2253.49
715,Customer#000000715,20,HOUSEHOLD,49.48
716,Customer#000000716,21,HOUSEHOLD,6085.0
717,Customer#000000717,23,AUTOMOBILE,2869.25
718,Customer#000000718,7,HOUSEHOLD,5556.42
719,Customer#000000719,13,HOUSEHOLD,7519.78
720,Customer#000000720,23,AUTOMOBILE,5701.43
721,Customer#000000721,22,MACHINERY,9396.71
722,Customer#000000722,6,HOUSEHOLD,3431.73
723,Customer#000000723,2,BUILDING,2766.36
724,Customer#000000724,21,MACHINERY,3239.86
725,Customer#000000725,13,HOUSEHOLD,2187.17
726,Customer#000000726,4,HOUSEHOLD,3463.43
727,Customer#000000727,10,FURNITURE,7231.53
728,Customer#000000728,3,MACHINERY,-634.78
729,Customer#000000729,20,HOUSEHOLD,7493.45
730,Customer#000000730,9,AUTOMOBILE,3822.43
731,Customer#000000731,2,HOUSEHOLD,3963.87
732,Customer#000000732,3,MACHINERY,2506.27
733,Customer#000000733,22,HOUSEHOLD,1433.01
734,Customer#000000734,4,HOUSEHOLD,1189.33
735,Customer#000000735,0,FURNITURE,2327.33
736,Customer#000000736,7,MACHINERY,7521.01
737,Customer#000000737,1,BUILDING,-824.27
738,Customer#000000738,10,BUILDING,9825.58
739,Customer#000000739,6,MACHINERY,2847.73
740,Customer#000000740,3,MACHINERY,1883.03
741,Customer#000000741,17,FURNITURE,-90.37
742,Customer#000000742,7,MACHINERY,363.65
743,Customer#000000743,14,HOUSEHOLD,5708.15
744,Customer#000000744,23,FURNITURE,7645.85
745,Customer#000000745,14,AUTOMOBILE,8873.16
746,Customer#000000746,24,BUILDING,2378.57
747,Customer#000000747,16,HOUSEHOLD,5179.43
748,Customer#000000748,17,AUTOMOBILE,8420.11
749,Customer#000000749,9,FURNITURE,6878.46
750,Customer#000000750,20,FURNITURE,7326.37
751,Customer#000000751,13,HOUSEHOLD,5704.16
752,Customer#000000752,3,MACHINERY,26.07
753,Customer#000000753,20,MACHINERY,-933.17
754,Customer#000000754,19,BUILDING,8005.83
755,Customer#000000755,6,MACHINERY,8551.17
756,Customer#000000756,21,AUTOMOBILE,3567.37
757,Customer#000000757,10,HOUSEHOLD,8833.13
758,Customer#000000758,5,MACHINERY,9010.37
759,Customer#000000759,19,MACHINERY,6187.26
760,Customer#000000760,17,HOUSEHOLD,1827.56
761,Customer#000000761,12,AUTOMOBILE,-425.22
762,Customer#000000762,14,BUILDING,7803.14
763,Customer#000000763,19,MACHINERY,5699.87
764,Customer#000000764,5,BUILDING,237.05
765,Customer#000000765,11,FURNITURE,5942.83
766,Customer#000000766,11,HOUSEHOLD,6244.82
767,Customer#000000767,1,HOUSEHOLD,6384.24
768,Customer#000000768,14,AUTOMOBILE,5052.85
769,Customer#000000769,17,HOUSEHOLD,836.63
770,Customer#000000770,14,HOUSEHOLD,6975.92
771,Customer#000000771,14,AUTOMOBILE,7727.96
772,Customer#000000772,0,BUILDING,7610.35
773,Customer#000000773,8,FURNITURE,6016.06
774,Customer#000000774,13,HOUSEHOLD,3846.59
775,Customer#000000775,2,FURNITURE,529.92
776,Customer#000000776,0,MACHINERY,5090.51
777,Customer#000000777,21,HOUSEHOLD,9267.28
778,Customer#000000778,12,HOUSEHOLD,5907.8
779,Customer#000000779,15,AUTOMOBILE,1297.0
780,Customer#000000780,3,MACHINERY,369.62
781,Customer#000000781,21,HOUSEHOLD,9508.23
782,Customer#000000782,15,MACHINERY,4327.01
783,Customer#000000783,3,FURNITURE,8199.83
784,Customer#000000784,7,AUTOMOBILE,1695.71
785,Customer#000000785,15,MACHINERY,5117.75
786,Customer#000000786,5,AUTOMOBILE,9035.29
787,Customer#000000787,8,MACHINERY,9823.49
788,Customer#000000788,14,FURNITURE,9378.0
789,Customer#000000789,24,BUILDING,8748.32
790,Customer#000000790,5,BUILDING,4453.34
791,Customer#000000791,3,BUILDING,-497.27
792,Customer#000000792,1,HOUSEHOLD,8736.93
793,Customer#000000793,13,BUILDING,725.55
794,Customer#000000794,5,HOUSEHOLD,4474.4
795,Customer#000000795,8,FURNITURE,-612.4
796,Customer#000000796,11,MACHINERY,3485.79
797,Customer#000000797,14,MACHINERY,4019.17
798,Customer#000000798,10,BUILDING,5201.79
799,Customer#000000799,22,MACHINERY,7799.76
800,Customer#000000800,14,MACHINERY,3646.97
801,Customer#000000801,9,BUILDING,9781.59
802,Customer#000000802,3,BUILDING,8365.43
803,Customer#000000803,20,MACHINERY,1630.31
804,Customer#000000804,3,AUTOMOBILE,6144.22
805,Customer#000000805,14,BUILDING,8680.43
806,Customer#000000806,22,BUILDING,5509.06
807,Customer#000000807,2,AUTOMOBILE,6684.5
808,Customer#000000808,19,MACHINERY,8268.96
809,Customer#000000809,9,HOUSEHOLD,1896.42
810,Customer#000000810,1,FURNITURE,4353.1
811,Customer#000000811,15,MACHINERY,1607.52
812,Customer#000000812,1,BUILDING,3894.74
813,Customer#000000813,14,HOUSEHOLD,5940.77
814,Customer#000000814,14,FURNITURE,521.17
815,Customer#000000815,13,FURNITURE,920.17
816,Customer#000000816,18,HOUSEHOLD,9500.28
817,Customer#000000817,16,FURNITURE,6935.07
818,Customer#000000818,17,BUILDING,1255.27
819,Customer#000000819,3,AUTOMOBILE,2266.71
820,Customer#000000820,22,FURNITURE,8506.16
821,Customer#000000821,12,AUTOMOBILE,4176.54
822,Customer#000000822,7,FURNITURE,870.35
823,Customer#000000823,24,BUILDING,2833.96
824,Customer#000000824,21,HOUSEHOLD,4523.86
825,Customer#000000825,10,MACHINERY,-949.82
826,Customer#000000826,22,HOUSEHOLD,4575.36
827,Customer#000000827,2,BUILDING,7310.11
828,Customer#000000828,13,AUTOMOBILE,3790.0
829,Customer#000000829,11,MACHINERY,-818.86
830,Customer#000000830,13,HOUSEHOLD,259.07
831,Customer#000000831,8,HOUSEHOLD,1285.47
832,Customer#000000832,14,MACHINERY,-570.34
833,Customer#000000833,4,FURNITURE,133.76
834,Customer#000000834,9,AUTOMOBILE,2423.59
835,Customer#000000835,5,HOUSEHOLD,5145.8
836,Customer#000000836,5,AUTOMOBILE,-780.87
837,Customer#000000837,19,AUTOMOBILE,2339.38
838,Customer#000000838,3,FURNITURE,9371.27
839,Customer#000000839,0,FURNITURE,9457.26
840,Customer#000000840,10,HOUSEHOLD,1798.02
841,Customer#000000841,1,HOUSEHOLD,5744.7
842,Customer#000000842,22,MACHINERY,314.75
843,Customer#000000843,20,FURNITURE,4423.66
844,Customer#000000844,15,MACHINERY,5095.58
845,Customer#000000845,12,HOUSEHOLD,4892.8
846,Customer#000000846,14,MACHINERY,6796.35
847,Customer#000000847,16,MACHINERY,9481.59
848,Customer#000000848,1,BUILDING,7197.72
849,Customer#000000849,9,MACHINERY,-248.16
850,Customer#000000850,7,HOUSEHOLD,9433.86
851,Customer#000000851,24,AUTOMOBILE,7760.62
852,Customer#000000852,16,HOUSEHOLD,7498.06
853,Customer#000000853,23,HOUSEHOLD,1490.13
854,Customer#000000854,21,AUTOMOBILE,1328.2
855,Customer#000000855,24,FURNITURE,-646.07
856,Customer#000000856,0,BUILDING,1393.31
857,Customer#000000857,13,HOUSEHOLD,602.64
858,Customer#000000858,24,AUTOMOBILE,2581.62
859,Customer#000000859,9,MACHINERY,4230.2
860,Customer#000000860,14,AUTOMOBILE,929.91
861,Customer#000000861,18,MACHINERY,2689.07
862,Customer#000000862,0,HOUSEHOLD,8254.12
863,Customer#000000863,9,BUILDING,3858.02
864,Customer#000000864,2,BUILDING,1122.18
865,Customer#000000865,19,AUTOMOBILE,1367.88
866,Customer#000000866,6,AUTOMOBILE,9628.43
867,Customer#000000867,16,AUTOMOBILE,7133.08
868,Customer#000000868,17,BUILDING,5388.99
869,Customer#000000869,23,BUILDING,6471.89
870,Customer#000000870,20,BUILDING,2672.2
871,Customer#000000871,1,MACHINERY,5645.89
872,Customer#000000872,5,AUTOMOBILE,6298.16
873,Customer#000000873,18,AUTOMOBILE,7732.4
874,Customer#000000874,23,BUILDING,6598.99
875,Customer#000000875,12,FURNITURE,8841.07
876,Customer#000000876,3,MACHINERY,7962.86
877,Customer#000000877,23,MACHINERY,9125.39
878,Customer#000000878,24,MACHINERY,1757.61
879,Customer#000000879,3,MACHINERY,2042.96
880,Customer#000000880,21,BUILDING,9084.05
881,Customer#000000881,18,MACHINERY,7843.41
882,Customer#000000882,17,AUTOMOBILE,3450.59
883,Customer#000000883,14,AUTOMOBILE,7473.45
884,Customer#000000884,14,MACHINERY,2137.11
885,Customer#000000885,10,AUTOMOBILE,9777.6
886,Customer#000000886,18,MACHINERY,5845.13
887,Customer#000000887,1,HOUSEHOLD,3561.84
888,Customer#000000888,15,AUTOMOBILE,1581.13
889,Customer#000000889,22,FURNITURE,944.04
890,Customer#000000890,1,BUILDING,9796.53
891,Customer#000000891,4,BUILDING,5514.31
892,Customer#000000892,5,BUILDING,1676.89
893,Customer#000000893,0,MACHINERY,8603.63
894,Customer#000000894,20,FURNITURE,-88.48
895,Customer#000000895,0,MACHINERY,-38.94
896,Customer#000000896,14,FURNITURE,8367.03
897,Customer#000000897,20,FURNITURE,9575.79
898,Customer#000000898,19,BUILDING,938.79
899,Customer#000000899,8,AUTOMOBILE,324.48
900,Customer#000000900,9,MACHINERY,7785.25
901,Customer#000000901,7,HOUSEHOLD,9072.81
902,Customer#000000902,6,FURNITURE,4577.55
903,Customer#000000903,13,AUTOMOBILE,-52.79
904,Customer#000000904,4,AUTOMOBILE,5247.33
905,Customer#000000905,9,AUTOMOBILE,3019.4
906,Customer#000000906,5,HOUSEHOLD,-842.06
907,Customer#000000907,10,BUILDING,8003.22
908,Customer#000000908,23,AUTOMOBILE,139.0
909,Customer#000000909,7,BUILDING,7460.27
910,Customer#000000910,0,BUILDING,7945.29
911,Customer#000000911,18,MACHINERY,7212.83
912,Customer#000000912,10,BUILDING,8436.5
913,Customer#000000913,9,FURNITURE,4011.04
914,Customer#000000914,3,AUTOMOBILE,8463.02
915,Customer#000000915,7,MACHINERY,9826.38
916,Customer#000000916,9,HOUSEHOLD,1131.4
917,Customer#000000917,12,BUILDING,6477.66
918,Customer#000000918,6,HOUSEHOLD,7930.92
919,Customer#000000919,17,AUTOMOBILE,4600.39
920,Customer#000000920,7,FURNITURE,4932.08
921,Customer#000000921,23,HOUSEHOLD,9904.77
922,Customer#000000922,11,AUTOMOBILE,9364.69
923,Customer#000000923,13,BUILDING,8735.07
924,Customer#000000924,21,BUILDING,5041.3
925,Customer#000000925,0,FURNITURE,-269.03
926,Customer#000000926,7,HOUSEHOLD,9572.43
927,Customer#000000927,6,FURNITURE,3205.93
928,Customer#000000928,5,HOUSEHOLD,5986.25
929,Customer#000000929,3,HOUSEHOLD,7676.59
930,Customer#000000930,2,HOUSEHOLD,-28.83
931,Customer#000000931,13,HOUSEHOLD,4599.37
932,Customer#000000932,4,HOUSEHOLD,2693.71
933,Customer#000000933,23,FURNITURE,415.18
934,Customer#000000934,12,FURNITURE,4328.12
935,Customer#000000935,20,HOUSEHOLD,167.21
936,Customer#000000936,21,AUTOMOBILE,8403.65
937,Customer#000000937,5,MACHINERY,4929.96
938,Customer#000000938,19,HOUSEHOLD,9696.32
939,Customer#000000939,9,FURNITURE,6968.96
940,Customer#000000940,21,HOUSEHOLD,1730.51
941,Customer#000000941,12,BUILDING,9535.84
942,Customer#000000942,13,BUILDING,7364.94
943,Customer#000000943,11,HOUSEHOLD,9669.94
944,Customer#000000944,17,AUTOMOBILE,5564.31
945,Customer#000000945,22,FURNITURE,630.66
946,Customer#000000946,4,MACHINERY,7358.36
947,Customer#000000947,15,HOUSEHOLD,6902.22
948,Customer#000000948,20,BUILDING,9840.24
949,Customer#000000949,23,MACHINERY,2498.06
950,Customer#000000950,19,MACHINERY,9991.02
951,Customer#000000951,18,HOUSEHOLD,0.76
952,Customer#000000952,20,BUILDING,4663.33
953,Customer#000000953,2,HOUSEHOLD,6623.83
954,Customer#000000954,12,FURNITURE,7259.33
955,Customer#000000955,1,BUILDING,4659.09
956,Customer#000000956,24,MACHINERY,1365.94
957,Customer#000000957,23,MACHINERY,9973.48
958,Customer#000000958,10,BUILDING,1810.13
959,Customer#000000959,5,AUTOMOBILE,5049.16
960,Customer#000000960,5,BUILDING,2066.75
961,Customer#000000961,0,HOUSEHOLD,561.98
962,Customer#000000962,15,AUTOMOBILE,658.5
963,Customer#000000963,13,AUTOMOBILE,9445.26
964,Customer#000000964,23,AUTOMOBILE,7594.53
965,Customer#000000965,16,BUILDING,2386.94
966,Customer#000000966,16,HOUSEHOLD,1925.88
967,Customer#000000967,14,HOUSEHOLD,1121.11
968,Customer#000000968,8,FURNITURE,1713.13
969,Customer#000000969,20,BUILDING,5771.67
970,Customer#000000970,6,MACHINERY,9007.18
971,Customer#000000971,20,HOUSEHOLD,6471.1
972,Customer#000000972,4,FURNITURE,6000.09
973,Customer#000000973,0,AUTOMOBILE,7177.24
974,Customer#000000974,22,BUILDING,4212.59
975,Customer#000000975,11,AUTOMOBILE,1023.7
976,Customer#000000976,17,BUILDING,1975.22
977,Customer#000000977,3,AUTOMOBILE,7676.47
978,Customer#000000978,10,FURNITURE,-871.44
979,Customer#000000979,2,BUILDING,7124.46
980,Customer#000000980,24,AUTOMOBILE,-408.09
981,Customer#000000981,12,BUILDING,9149.91
982,Customer#000000982,13,AUTOMOBILE,1202.15
983,Customer#000000983,19,AUTOMOBILE,1025.35
984,Customer#000000984,13,HOUSEHOLD,4554.28
985,Customer#000000985,4,AUTOMOBILE,2496.92
986,Customer#000000986,2,FURNITURE,6508.67
987,Customer#000000987,23,BUILDING,2263.7
988,Customer#000000988,8,MACHINERY,-280.43
989,Customer#000000989,7,BUILDING,-420.74
990,Customer#000000990,18,FURNITURE,4899.82
991,Customer#000000991,15,BUILDING,8473.48
992,Customer#000000992,1,FURNITURE,7207.74
993,Customer#000000993,22,AUTOMOBILE,-309.45
994,Customer#000000994,20,FURNITURE,3980.66
995,Customer#000000995,10,FURNITURE,-340.81
996,Customer#000000996,17,BUILDING,714.56
997,Customer#000000997,17,AUTOMOBILE,8770.39
998,Customer#000000998,9,FURNITURE,7872.6
999,Customer#000000999,0,AUTOMOBILE,4970.7
1000,Customer#000001000,19,FURNITURE,6452.06
